Net Profit,Total Trades,% Profitable,Avg Trade,Max Intraday Drawdown,Profit Factor,Return on Account,Custom Fitness Value,simulationCount (_RandomStratTypeTrades)
41095.768,156,64.1025641025641,263.43441025641,-14953.437,1.73184255010316,386.476808956502,0,193
36018,290,65.1724137931034,124.2,-10660,1.4663248659986,451.296829971182,0,194
35755,334,62.874251497006,107.050898203593,-13567.5,1.43919665888711,303.265479219678,0,195
45342.148,250,68.8,181.368592,-13270,1.61625018517889,434.20778549198,0,196
35755,334,62.874251497006,107.050898203593,-13567.5,1.43919665888711,303.265479219678,0,197
46566.75,212,69.3396226415094,219.654481132075,-12822.5,1.68185212572023,505.713703929953,0,198
42303.942,162,66.0493827160494,261.135444444444,-13293.571,1.79721529811971,399.430255920294,0,199
42571.875,142,71.1267605633803,299.801936619718,-12822.5,1.99462640363302,555.768603133159,0,200
48626.011,246,66.6666666666667,197.666711382114,-12645.891,1.74248416277944,459.382208253725,0,201
43353.071,234,66.2393162393162,185.269534188034,-13216.115,1.61347737959934,360.235681313635,0,202
36794.5,177,65.5367231638418,207.878531073446,-13989.875,1.57528372723879,331.485714929222,0,203
38416.875,215,70.2325581395349,178.683139534884,-14890,1.61042146659252,300.1318359375,0,204
40201.075,300,65.6666666666667,134.003583333333,-13672.5,1.51326538494194,354.428697377121,0,205
43862.207,239,66.9456066945607,183.523878661088,-10707.5,1.70230277913293,540.008704216682,0,206
40960.5,175,65.7142857142857,234.06,-11611,1.74816431650471,487.421907538526,0,207
41508.969,219,63.4703196347032,189.538671232877,-12259.106,1.70960285408639,410.167758926435,0,208
21417.087,247,63.9676113360324,86.7088542510122,-16627.99,1.26958886788417,144.461242090481,0,209
36880,301,65.4485049833887,122.524916943522,-10355,1.47490583652577,420.524515393387,0,210
39584.721,375,65.0666666666667,105.559256,-10110,1.46501875436145,455.897478835198,0,211
49347.5,161,65.2173913043478,306.506211180124,-15400,1.93271275339035,381.282596098126,0,212
39490.445,184,70.1086956521739,214.621983695652,-15380,1.58186975853458,280.223132872095,0,213
39405,331,64.0483383685801,119.04833836858,-11859.75,1.51318449832487,369.730946963477,0,214
49281.125,167,67.065868263473,295.096556886228,-10960,1.87833204488695,532.078654718203,0,215
37556.226,303,65.3465346534653,123.947940594059,-14895.248,1.45304012692285,289.333655258359,0,216
46278.486,200,70,231.39243,-12767.5,1.76744463024243,407.829795109055,0,217
40119.286,200,68,200.59643,-15665,1.58101189221592,343.046481402309,0,218
33440.224,316,64.873417721519,105.823493670886,-13794.553,1.42443042744706,286.928413299077,0,219
41047.5,143,67.1328671328671,287.045454545455,-12882.5,1.7617965016471,363.252212389381,0,220
38117.794,136,66.9117647058823,280.277897058824,-9862.5,1.79241696233825,471.026184738956,0,221
50226.547,214,71.0280373831776,234.703490654206,-12028.303,1.83058933645439,474.023035347109,0,222
38422.5,150,67.3333333333333,256.15,-15782.5,1.66775286757039,261.466485199047,0,223
44205,188,70.7446808510638,235.132978723404,-13992.5,1.79882538965439,438.541666666667,0,224
37422.233,167,68.8622754491018,224.08522754491,-14832.5,1.65526585536684,276.229806237313,0,225
41495.002,332,65.9638554216867,124.984945783133,-13262.5,1.48837759077267,346.513586638831,0,226
36288.244,129,65.1162790697674,281.304217054264,-9862.5,1.75538140582304,421.588661051409,0,227
44645,273,66.3003663003663,163.534798534799,-10875,1.57933495539335,464.44733420026,0,228
46512.5,158,67.0886075949367,294.382911392405,-10337.5,1.92599044395779,583.961079723792,0,229
33028.25,197,68.0203045685279,167.656091370558,-14004.5,1.50719446555947,290.090465943525,0,230
28096.466,218,61.9266055045872,128.882871559633,-14603.391,1.4390025002384,216.763897374304,0,231
54685,226,71.2389380530973,241.969026548673,-10510,1.87594456168734,681.645372390153,0,232
39687.5,207,71.4975845410628,191.727053140097,-12822.5,1.63128802640474,426.060118089104,0,233
41127.171,135,67.4074074074074,304.645711111111,-12822.5,1.84805178300976,513.310560396957,0,234
35818.612,222,63.0630630630631,161.345099099099,-10059.283,1.63236702365951,476.254964505531,0,235
44057.5,231,70.1298701298701,190.725108225108,-13567.5,1.66459252554965,427.017203779985,0,236
38809.375,170,66.4705882352941,228.290441176471,-9129.375,1.82689695581538,536.828909829688,0,237
55857.5,166,71.0843373493976,336.490963855422,-10290,2.16545824422305,789.784376104631,0,238
42014.323,197,68.5279187817259,213.270675126904,-16203.57,1.63577313293998,300.293851721134,0,239
44645,273,66.3003663003663,163.534798534799,-10875,1.57933495539335,464.44733420026,0,240
45017.17,206,68.4466019417476,218.529951456311,-11880,1.70135820275493,474.489275362319,0,241
38028.573,300,63.6666666666667,126.76191,-15437.5,1.51790011961586,290.017715919924,0,242
42093.362,174,67.2413793103448,241.915873563218,-13438.526,1.73279303404677,361.828064853253,0,243
46757.678,165,67.8787878787879,283.379866666667,-12371.562,1.90969087573651,584.870807305644,0,244
35329.25,134,61.1940298507463,263.651119402985,-12361.75,1.7312424969988,361.480022509848,0,245
45438.506,145,69.6551724137931,313.369006896552,-12822.5,2.02490266036848,488.393879398,0,246
38614.287,150,67.3333333333333,257.42858,-15782.5,1.67223758782599,262.771602585914,0,247
53275.5,171,66.6666666666667,311.552631578947,-10055,2.11699216907255,900.684699915469,0,248
40630.737,330,62.1212121212121,123.123445454545,-13406.249,1.47794745395375,337.394536018269,0,249
44205,188,70.7446808510638,235.132978723404,-13992.5,1.79882538965439,438.541666666667,0,250
43147.5,166,66.8674698795181,259.924698795181,-13847.5,1.8143726702213,370.603392742109,0,251
46512.5,158,67.0886075949367,294.382911392405,-10337.5,1.92599044395779,583.961079723792,0,252
50712.5,300,66.6666666666667,169.041666666667,-9335,1.71741821396994,624.538177339901,0,253
44316.25,132,68.9393939393939,335.729166666667,-9862.5,1.96382889067109,514.856230031949,0,254
35615,167,65.8682634730539,213.263473053892,-14832.5,1.62215040614901,262.889832072338,0,255
27940.95,104,66.3461538461538,268.662980769231,-14829.375,1.74544619627534,242.227568270481,0,256
41937.5,167,67.065868263473,251.122754491018,-12565,1.78937461766505,388.760139049826,0,257
42699.111,249,65.0602409638554,171.482373493976,-14374.553,1.63102607907743,357.477680412151,0,258
38426.965,215,70.2325581395349,178.730069767442,-14890,1.61058179073647,300.2106640625,0,259
48092.509,141,71.6312056737589,341.081624113475,-12575.357,2.20030868961182,658.221897211606,0,260
39795.559,182,68.1318681318681,218.656917582418,-13372.5,1.66809410212058,337.464990460038,0,261
34166.295,270,64.8148148148148,126.541833333333,-15847.855,1.43714284135071,256.641381581937,0,262
48267.835,79,74.6835443037975,610.985253164557,-9636.784,3.04910842591952,673.137204122568,0,263
35917.5,250,66,143.67,-16465,1.48875659125702,254.869611495476,0,264
35240,167,66.4670658682635,211.017964071856,-14832.5,1.58703981342662,260.121793688873,0,265
51705.548,209,70.3349282296651,247.394966507177,-11502.5,1.8766624683505,536.642947586923,0,266
43912.523,329,64.4376899696049,133.472714285714,-12750.178,1.54539199060812,373.218849299216,0,267
38422.5,150,67.3333333333333,256.15,-15782.5,1.66775286757039,261.466485199047,0,268
28007.125,214,61.6822429906542,130.87441588785,-16300,1.39045272280204,196.955872011252,0,269
41047.5,143,67.1328671328671,287.045454545455,-12882.5,1.7617965016471,363.252212389381,0,270
42067.254,270,68.8888888888889,155.804644444444,-12656.428,1.56196855888591,356.836974489962,0,271
38458.75,150,67.3333333333333,256.391666666667,-15782.5,1.66838286409454,261.713167744131,0,272
36880,301,65.4485049833887,122.524916943522,-10355,1.47490583652577,420.524515393387,0,273
41023.484,150,67.3333333333333,273.489893333333,-14010,1.7757452071546,324.424547251878,0,274
41047.5,143,67.1328671328671,287.045454545455,-12882.5,1.7617965016471,363.252212389381,0,275
42520.182,157,70.7006369426752,270.829184713376,-11209.553,1.91454600050979,482.386140284141,0,276
44645,273,66.3003663003663,163.534798534799,-10875,1.57933495539335,464.44733420026,0,277
51412.5,136,70.5882352941177,378.033088235294,-10810,2.22578530130536,592.651296829971,0,278
28277.581,95,66.3157894736842,297.658747368421,-10664.061,1.82901617792842,354.903305677458,0,279
41047.5,143,67.1328671328671,287.045454545455,-12882.5,1.7617965016471,363.252212389381,0,280
41937.5,167,67.065868263473,251.122754491018,-12565,1.78937461766505,388.760139049826,0,281
54454,94,76.5957446808511,579.297872340426,-11890.75,2.83437902662096,1070.61194396658,0,282
38314.501,119,63.8655462184874,321.970596638655,-11687.589,1.88664428571316,352.415635298277,0,283
48905.29,196,69.3877551020408,249.516785714286,-12442.5,1.79919011741791,436.82852137035,0,284
41648.935,187,65.2406417112299,222.721577540107,-14050,1.61509463705579,321.303259402122,0,285
37008.072,118,66.1016949152542,313.627728813559,-9527.5,1.99181297608197,497.253234800134,0,286
46355.5,366,63.9344262295082,126.654371584699,-13399.75,1.5503050952087,400.479481641469,0,287
46847.5,150,66.6666666666667,312.316666666667,-9210,2.02848518111965,739.794709830241,0,288
38422.5,150,67.3333333333333,256.15,-15782.5,1.66775286757039,261.466485199047,0,289
47706,187,68.9839572192513,255.112299465241,-9297.5,1.8489140782789,714.161676646707,0,290
41047.5,143,67.1328671328671,287.045454545455,-12882.5,1.7617965016471,363.252212389381,0,291
47056.102,358,63.4078212290503,131.441625698324,-14069.999,1.54814744248932,423.261580684649,0,292
41389.314,316,62.9746835443038,130.978841772152,-10086.428,1.56478308545008,523.93911015208,0,293
47587.5,176,69.8863636363636,270.383522727273,-12162.5,1.87569581819018,495.703125,0,294
38410,215,70.2325581395349,178.651162790698,-14890,1.61031222690077,300.078125,0,295
37124.662,244,66.3934426229508,152.150254098361,-11365.712,1.55269710828473,361.398510586517,0,296
43422.164,159,68.5534591194968,273.095371069182,-11561.428,1.76616570537248,458.091505706131,0,297
42878.349,177,68.361581920904,242.250559322034,-11457.5,1.77279298101051,450.757939553219,0,298
43175.804,300,65.6666666666667,143.919346666667,-13672.5,1.57475709327235,380.655093674234,0,299
46970.875,209,69.8564593301435,224.741028708134,-14078.25,1.75943209377526,428.449101523306,0,300
38037.5,375,65.3333333333333,101.433333333333,-14387.5,1.42867607697292,294.921496414034,0,301
